episode,env_steps,dt_sec,loss,ep_return,ep_length,eval_det_mean,eval_det_std,eval_sto_mean,eval_sto_std,best_eval_det
45,1010,0.0322108268737793,0.08876276016235352,30.0,30,nan,nan,nan,nan,9.35
46,1025,0.015462636947631836,0.16196709871292114,15.0,15,nan,nan,nan,nan,9.35
47,1040,0.017273426055908203,0.05452515929937363,15.0,15,nan,nan,nan,nan,9.35
48,1067,0.028356313705444336,0.21801984310150146,27.0,27,nan,nan,nan,nan,9.35
49,1096,0.06810665130615234,0.16593727469444275,29.0,29,nan,nan,nan,nan,9.35
50,1139,0.10110974311828613,-0.11356866359710693,43.0,43,33.8,8.411896337925237,30.25,15.949529773632825,33.8
51,1160,0.024695873260498047,0.1106427013874054,21.0,21,nan,nan,nan,nan,33.8
52,1184,0.02960205078125,-0.30921685695648193,24.0,24,nan,nan,nan,nan,33.8
53,1234,0.051583290100097656,-0.6280701756477356,50.0,50,nan,nan,nan,nan,33.8
54,1258,0.02530050277709961,-0.13184398412704468,24.0,24,nan,nan,nan,nan,33.8
55,1276,0.02264261245727539,-0.23005741834640503,18.0,18,nan,nan,nan,nan,33.8
56,1317,0.042261600494384766,0.24607306718826294,41.0,41,nan,nan,nan,nan,33.8
57,1332,0.022311925888061523,-0.09364600479602814,15.0,15,nan,nan,nan,nan,33.8
58,1377,0.05274629592895508,-1.1813974380493164,45.0,45,nan,nan,nan,nan,33.8
59,1406,0.031723737716674805,-0.013154149055480957,29.0,29,nan,nan,nan,nan,33.8
60,1424,0.024281024932861328,-0.054375410079956055,18.0,18,nan,nan,nan,nan,33.8
61,1453,0.031435251235961914,-0.3095828890800476,29.0,29,nan,nan,nan,nan,33.8
62,1473,0.022522449493408203,0.03408551216125488,20.0,20,nan,nan,nan,nan,33.8
63,1495,0.026869535446166992,-0.1129932701587677,22.0,22,nan,nan,nan,nan,33.8
64,1519,0.02760601043701172,-0.11398768424987793,24.0,24,nan,nan,nan,nan,33.8
65,1564,0.04379892349243164,-0.1476450264453888,45.0,45,nan,nan,nan,nan,33.8
66,1584,0.020715713500976562,-0.4344330430030823,20.0,20,nan,nan,nan,nan,33.8
67,1601,0.015597820281982422,-0.25633567571640015,17.0,17,nan,nan,nan,nan,33.8
68,1614,0.013646841049194336,0.9370238780975342,13.0,13,nan,nan,nan,nan,33.8
69,1655,0.03755998611450195,0.3412103056907654,41.0,41,nan,nan,nan,nan,33.8
70,1689,0.03154635429382324,0.17250937223434448,34.0,34,nan,nan,nan,nan,33.8
71,1701,0.015109062194824219,0.06157015264034271,12.0,12,nan,nan,nan,nan,33.8
72,1730,0.03022027015686035,0.34611976146698,29.0,29,nan,nan,nan,nan,33.8
73,1767,0.04057812690734863,-0.07794970273971558,37.0,37,nan,nan,nan,nan,33.8
74,1811,0.04640388488769531,0.18145546317100525,44.0,44,nan,nan,nan,nan,33.8
75,1863,0.05249977111816406,-1.399862289428711,52.0,52,54.45,26.435723935614096,24.65,9.577447467879946,54.45
76,1928,0.07970094680786133,0.46496111154556274,65.0,65,nan,nan,nan,nan,54.45
77,1946,0.023418188095092773,-0.41339677572250366,18.0,18,nan,nan,nan,nan,54.45
78,1963,0.019569873809814453,0.2638089060783386,17.0,17,nan,nan,nan,nan,54.45
79,1999,0.03937125205993652,-1.0460460186004639,36.0,36,nan,nan,nan,nan,54.45
80,2041,0.04527449607849121,-1.601567268371582,42.0,42,nan,nan,nan,nan,54.45
81,2068,0.031150341033935547,-0.7924649715423584,27.0,27,nan,nan,nan,nan,54.45
82,2083,0.01676464080810547,-0.2465604692697525,15.0,15,nan,nan,nan,nan,54.45
83,2108,0.02657341957092285,-0.5839958190917969,25.0,25,nan,nan,nan,nan,54.45
84,2141,0.03431963920593262,-0.7436354160308838,33.0,33,nan,nan,nan,nan,54.45
85,2155,0.01647186279296875,0.2524626851081848,14.0,14,nan,nan,nan,nan,54.45
86,2207,0.05172371864318848,0.42777019739151,52.0,52,nan,nan,nan,nan,54.45
87,2226,0.022648096084594727,-0.7431533336639404,19.0,19,nan,nan,nan,nan,54.45
88,2279,0.051373958587646484,-0.42315834760665894,53.0,53,nan,nan,nan,nan,54.45
89,2290,0.013170480728149414,0.3644436299800873,11.0,11,nan,nan,nan,nan,54.45
90,2312,0.02178335189819336,-0.5846385955810547,22.0,22,nan,nan,nan,nan,54.45
91,2330,0.020422697067260742,0.5821124315261841,18.0,18,nan,nan,nan,nan,54.45
92,2354,0.02328634262084961,-0.5800272822380066,24.0,24,nan,nan,nan,nan,54.45
93,2364,0.011001110076904297,0.26211822032928467,10.0,10,nan,nan,nan,nan,54.45
94,2408,0.04607558250427246,-0.5024034976959229,44.0,44,nan,nan,nan,nan,54.45
95,2423,0.01676201820373535,-0.24626004695892334,15.0,15,nan,nan,nan,nan,54.45
96,2463,0.04173088073730469,-0.17756187915802002,40.0,40,nan,nan,nan,nan,54.45
97,2539,0.07475686073303223,-1.6275004148483276,76.0,76,nan,nan,nan,nan,54.45
98,2553,0.016494274139404297,-0.2859198749065399,14.0,14,nan,nan,nan,nan,54.45
99,2574,0.021088838577270508,-0.04483145475387573,21.0,21,nan,nan,nan,nan,54.45
100,2605,0.031137943267822266,-1.5894720554351807,31.0,31,33.1,5.309425580983314,25.3,13.100000000000001,54.45
101,2656,0.0496220588684082,-0.5599196553230286,51.0,51,nan,nan,nan,nan,54.45
102,2683,0.028077363967895508,0.6652027368545532,27.0,27,nan,nan,nan,nan,54.45
103,2721,0.038485050201416016,-3.240610361099243,38.0,38,nan,nan,nan,nan,54.45
104,2745,0.025220394134521484,-0.21022045612335205,24.0,24,nan,nan,nan,nan,54.45
105,2832,0.08440041542053223,-0.7762207984924316,87.0,87,nan,nan,nan,nan,54.45
106,2861,0.02936387062072754,0.15612083673477173,29.0,29,nan,nan,nan,nan,54.45
107,2880,0.02086186408996582,0.12854386866092682,19.0,19,nan,nan,nan,nan,54.45
108,2908,0.029954195022583008,-1.2757701873779297,28.0,28,nan,nan,nan,nan,54.45
109,2927,0.018197298049926758,0.7499189972877502,19.0,19,nan,nan,nan,nan,54.45
110,2979,0.05608010292053223,0.2755855321884155,52.0,52,nan,nan,nan,nan,54.45
111,3002,0.028534412384033203,0.41303136944770813,23.0,23,nan,nan,nan,nan,54.45
112,3067,0.05948495864868164,0.39696574211120605,65.0,65,nan,nan,nan,nan,54.45
113,3105,0.039603471755981445,-0.25358355045318604,38.0,38,nan,nan,nan,nan,54.45
114,3204,0.0991518497467041,-0.964335560798645,99.0,99,nan,nan,nan,nan,54.45
115,3235,0.03201556205749512,-0.021162748336791992,31.0,31,nan,nan,nan,nan,54.45
116,3253,0.020946502685546875,-0.12727832794189453,18.0,18,nan,nan,nan,nan,54.45
117,3307,0.05610203742980957,0.3024669587612152,54.0,54,nan,nan,nan,nan,54.45
118,3345,0.03582119941711426,0.013016730546951294,38.0,38,nan,nan,nan,nan,54.45
119,3379,0.03989911079406738,-1.3039875030517578,34.0,34,nan,nan,nan,nan,54.45
120,3425,0.0462493896484375,-0.04326099157333374,46.0,46,nan,nan,nan,nan,54.45
121,3444,0.01990795135498047,0.5871074199676514,19.0,19,nan,nan,nan,nan,54.45
122,3513,0.05968523025512695,-1.4117205142974854,69.0,69,nan,nan,nan,nan,54.45
123,3538,0.027989625930786133,0.24073854088783264,25.0,25,nan,nan,nan,nan,54.45
124,3550,0.015555620193481445,-1.048903226852417,12.0,12,nan,nan,nan,nan,54.45
125,3618,0.06270837783813477,0.8746411204338074,68.0,68,64.9,28.626735755234126,38.95,24.64036322784224,64.9
126,3650,0.030709505081176758,0.23746740818023682,32.0,32,nan,nan,nan,nan,64.9
127,3681,0.03081679344177246,0.4065206050872803,31.0,31,nan,nan,nan,nan,64.9
128,3713,0.03582310676574707,0.39057350158691406,32.0,32,nan,nan,nan,nan,64.9
129,3788,0.08900761604309082,-0.8174653053283691,75.0,75,nan,nan,nan,nan,64.9
130,3813,0.02924036979675293,0.6522050499916077,25.0,25,nan,nan,nan,nan,64.9
131,3826,0.01759195327758789,0.7171856760978699,13.0,13,nan,nan,nan,nan,64.9
132,3878,0.05221295356750488,0.888096809387207,52.0,52,nan,nan,nan,nan,64.9
133,3911,0.03506922721862793,-0.8863966464996338,33.0,33,nan,nan,nan,nan,64.9
134,3957,0.05026698112487793,0.566000759601593,46.0,46,nan,nan,nan,nan,64.9
135,4033,0.07308793067932129,-3.424342632293701,76.0,76,nan,nan,nan,nan,64.9
136,4045,0.012876033782958984,1.4283329248428345,12.0,12,nan,nan,nan,nan,64.9
137,4084,0.037400007247924805,0.6178104877471924,39.0,39,nan,nan,nan,nan,64.9
138,4130,0.04866909980773926,-0.7613011002540588,46.0,46,nan,nan,nan,nan,64.9
139,4155,0.024068832397460938,0.4061058759689331,25.0,25,nan,nan,nan,nan,64.9
140,4218,0.05889463424682617,-1.519273281097412,63.0,63,nan,nan,nan,nan,64.9
141,4279,0.05984663963317871,-1.8790322542190552,61.0,61,nan,nan,nan,nan,64.9
142,4327,0.048227787017822266,-1.570425033569336,48.0,48,nan,nan,nan,nan,64.9
143,4377,0.04889988899230957,-1.325443983078003,50.0,50,nan,nan,nan,nan,64.9
144,4410,0.03516888618469238,-1.2854278087615967,33.0,33,nan,nan,nan,nan,64.9
145,4448,0.03903532028198242,-1.1515097618103027,38.0,38,nan,nan,nan,nan,64.9
146,4477,0.028174877166748047,0.1739734411239624,29.0,29,nan,nan,nan,nan,64.9
147,4589,0.1242825984954834,-2.1366124153137207,112.0,112,nan,nan,nan,nan,64.9
148,4665,0.08559560775756836,2.227100133895874,76.0,76,nan,nan,nan,nan,64.9
149,4689,0.03531622886657715,1.3691937923431396,24.0,24,nan,nan,nan,nan,64.9
150,4796,0.12357258796691895,0.14080512523651123,107.0,107,155.65,109.30428857094309,43.05,26.202051446403964,155.65
151,4819,0.030587434768676758,1.1144678592681885,23.0,23,nan,nan,nan,nan,155.65
152,4859,0.04017496109008789,0.5516149997711182,40.0,40,nan,nan,nan,nan,155.65
153,4883,0.024358510971069336,-0.09202796220779419,24.0,24,nan,nan,nan,nan,155.65
154,4907,0.025716304779052734,1.6014052629470825,24.0,24,nan,nan,nan,nan,155.65
155,4931,0.024460792541503906,-1.348885178565979,24.0,24,nan,nan,nan,nan,155.65
156,4995,0.06373286247253418,1.1046216487884521,64.0,64,nan,nan,nan,nan,155.65
157,5062,0.07098817825317383,-2.9897501468658447,67.0,67,nan,nan,nan,nan,155.65
158,5093,0.039934396743774414,0.6160475015640259,31.0,31,nan,nan,nan,nan,155.65
159,5117,0.028181076049804688,-0.14411509037017822,24.0,24,nan,nan,nan,nan,155.65
160,5150,0.03767085075378418,0.6517003178596497,33.0,33,nan,nan,nan,nan,155.65
161,5178,0.027370452880859375,0.02045196294784546,28.0,28,nan,nan,nan,nan,155.65
162,5238,0.05249333381652832,0.713255763053894,60.0,60,nan,nan,nan,nan,155.65
163,5283,0.042153120040893555,-1.4084500074386597,45.0,45,nan,nan,nan,nan,155.65
164,5297,0.015279293060302734,1.1191641092300415,14.0,14,nan,nan,nan,nan,155.65
165,5330,0.032440185546875,-1.872711420059204,33.0,33,nan,nan,nan,nan,155.65
166,5357,0.02680826187133789,-0.7089735269546509,27.0,27,nan,nan,nan,nan,155.65
167,5425,0.06353330612182617,-2.2117228507995605,68.0,68,nan,nan,nan,nan,155.65
168,5448,0.02373671531677246,-2.718599557876587,23.0,23,nan,nan,nan,nan,155.65
169,5467,0.019079923629760742,-0.2874982953071594,19.0,19,nan,nan,nan,nan,155.65
170,5498,0.030251026153564453,-2.512924909591675,31.0,31,nan,nan,nan,nan,155.65
171,5537,0.037696123123168945,-1.963239073753357,39.0,39,nan,nan,nan,nan,155.65
172,5627,0.08410191535949707,-1.844025731086731,90.0,90,nan,nan,nan,nan,155.65
173,5663,0.03515052795410156,0.6614648699760437,36.0,36,nan,nan,nan,nan,155.65
174,5734,0.07439732551574707,-2.125839948654175,71.0,71,nan,nan,nan,nan,155.65
175,5756,0.027205944061279297,-2.720182418823242,22.0,22,109.05,33.55216088421132,59.75,32.91637130669175,155.65
176,5812,0.0653374195098877,-0.4213499426841736,56.0,56,nan,nan,nan,nan,155.65
177,5859,0.04573655128479004,-2.96974515914917,47.0,47,nan,nan,nan,nan,155.65
178,5916,0.061298370361328125,-0.4259452819824219,57.0,57,nan,nan,nan,nan,155.65
179,5960,0.038727521896362305,-0.17406263947486877,44.0,44,nan,nan,nan,nan,155.65
180,5982,0.020750999450683594,1.2466518878936768,22.0,22,nan,nan,nan,nan,155.65
181,6005,0.019275903701782227,0.8738503456115723,23.0,23,nan,nan,nan,nan,155.65
182,6030,0.025151968002319336,-0.12572360038757324,25.0,25,nan,nan,nan,nan,155.65
183,6059,0.028415441513061523,-0.6774153709411621,29.0,29,nan,nan,nan,nan,155.65
184,6143,0.08153080940246582,-2.83174467086792,84.0,84,nan,nan,nan,nan,155.65
185,6191,0.05033993721008301,-0.12036475539207458,48.0,48,nan,nan,nan,nan,155.65
186,6243,0.04794025421142578,1.7212204933166504,52.0,52,nan,nan,nan,nan,155.65
187,6399,0.2051074504852295,-1.888256311416626,156.0,156,nan,nan,nan,nan,155.65
188,6477,0.1105351448059082,0.5555587410926819,78.0,78,nan,nan,nan,nan,155.65
189,6532,0.06254386901855469,0.7549753189086914,55.0,55,nan,nan,nan,nan,155.65
190,6566,0.03694796562194824,-0.8483066558837891,34.0,34,nan,nan,nan,nan,155.65
191,6597,0.032958984375,-0.6243340969085693,31.0,31,nan,nan,nan,nan,155.65
192,6724,0.12745952606201172,-3.4279985427856445,127.0,127,nan,nan,nan,nan,155.65
193,6818,0.08654189109802246,-0.9868153929710388,94.0,94,nan,nan,nan,nan,155.65
194,6883,0.06254315376281738,-1.9119877815246582,65.0,65,nan,nan,nan,nan,155.65
195,6940,0.053116559982299805,-0.5496056079864502,57.0,57,nan,nan,nan,nan,155.65
196,6981,0.04194140434265137,-0.21981120109558105,41.0,41,nan,nan,nan,nan,155.65
197,7083,0.09348130226135254,0.5714397430419922,102.0,102,nan,nan,nan,nan,155.65
198,7109,0.02886366844177246,-0.04034075140953064,26.0,26,nan,nan,nan,nan,155.65
199,7184,0.07713103294372559,0.4712076783180237,75.0,75,nan,nan,nan,nan,155.65
200,7222,0.03867602348327637,-3.143103837966919,38.0,38,250.55,138.8558515151594,60.45,37.99272956764228,250.55
201,7294,0.07043075561523438,0.48963311314582825,72.0,72,nan,nan,nan,nan,250.55
202,7379,0.07646489143371582,0.9712378978729248,85.0,85,nan,nan,nan,nan,250.55
203,7476,0.09404730796813965,0.3181271553039551,97.0,97,nan,nan,nan,nan,250.55
204,7550,0.06733202934265137,-0.09657502174377441,74.0,74,nan,nan,nan,nan,250.55
205,7630,0.07248497009277344,-3.172159433364868,80.0,80,nan,nan,nan,nan,250.55
206,7681,0.048391103744506836,0.4493635296821594,51.0,51,nan,nan,nan,nan,250.55
207,7730,0.0525050163269043,-0.2548193633556366,49.0,49,nan,nan,nan,nan,250.55
208,7748,0.01747274398803711,-6.035920143127441,18.0,18,nan,nan,nan,nan,250.55
209,7815,0.05673933029174805,0.6575236320495605,67.0,67,nan,nan,nan,nan,250.55
210,7924,0.10143589973449707,0.33119869232177734,109.0,109,nan,nan,nan,nan,250.55
211,8001,0.06275320053100586,-1.4023466110229492,77.0,77,nan,nan,nan,nan,250.55
212,8149,0.2456803321838379,0.49641504883766174,148.0,148,nan,nan,nan,nan,250.55
213,8265,0.11907672882080078,0.8292217254638672,116.0,116,nan,nan,nan,nan,250.55
214,8333,0.05391669273376465,1.3066731691360474,68.0,68,nan,nan,nan,nan,250.55
215,8410,0.07327866554260254,1.8567548990249634,77.0,77,nan,nan,nan,nan,250.55
216,8460,0.05801653861999512,-1.0113123655319214,50.0,50,nan,nan,nan,nan,250.55
217,8558,0.1315300464630127,1.170850157737732,98.0,98,nan,nan,nan,nan,250.55
218,8671,0.12951874732971191,-0.8013284206390381,113.0,113,nan,nan,nan,nan,250.55
219,8711,0.04407072067260742,0.44099628925323486,40.0,40,nan,nan,nan,nan,250.55
220,8732,0.023401260375976562,1.2384570837020874,21.0,21,nan,nan,nan,nan,250.55
221,8747,0.01723194122314453,-1.6333043575286865,15.0,15,nan,nan,nan,nan,250.55
222,8965,0.20467686653137207,-4.284238815307617,218.0,218,nan,nan,nan,nan,250.55
223,9005,0.04140591621398926,-2.1642701625823975,40.0,40,nan,nan,nan,nan,250.55
224,9122,0.10126233100891113,1.590995192527771,117.0,117,nan,nan,nan,nan,250.55
225,9196,0.060825347900390625,1.7884596586227417,74.0,74,255.45,134.1191541130498,93.3,47.26319921461094,255.45
226,9277,0.08036136627197266,-2.199758291244507,81.0,81,nan,nan,nan,nan,255.45
227,9322,0.04535961151123047,-3.4338433742523193,45.0,45,nan,nan,nan,nan,255.45
228,9362,0.04014134407043457,1.4011391401290894,40.0,40,nan,nan,nan,nan,255.45
229,9610,0.23325324058532715,-2.1080384254455566,248.0,248,nan,nan,nan,nan,255.45
230,9667,0.05884075164794922,-0.1932981014251709,57.0,57,nan,nan,nan,nan,255.45
231,9804,0.14401507377624512,1.314038634300232,137.0,137,nan,nan,nan,nan,255.45
232,9929,0.1253502368927002,-5.8836259841918945,125.0,125,nan,nan,nan,nan,255.45
233,10006,0.1040349006652832,0.9702996611595154,77.0,77,nan,nan,nan,nan,255.45
234,10100,0.11487817764282227,1.8061158657073975,94.0,94,nan,nan,nan,nan,255.45
235,10212,0.09791064262390137,-1.8356800079345703,112.0,112,nan,nan,nan,nan,255.45
236,10238,0.027582168579101562,-0.1496383547782898,26.0,26,nan,nan,nan,nan,255.45
237,10301,0.06310486793518066,0.03739488124847412,63.0,63,nan,nan,nan,nan,255.45
238,10427,0.10579991340637207,-1.341623067855835,126.0,126,nan,nan,nan,nan,255.45
239,10547,0.1034390926361084,-0.42311370372772217,120.0,120,nan,nan,nan,nan,255.45
240,10643,0.08158731460571289,-2.610370635986328,96.0,96,nan,nan,nan,nan,255.45
241,10739,0.0966944694519043,-1.120699167251587,96.0,96,nan,nan,nan,nan,255.45
242,10885,0.15189456939697266,-2.647218942642212,146.0,146,nan,nan,nan,nan,255.45
243,11036,0.1657111644744873,-0.08580583333969116,151.0,151,nan,nan,nan,nan,255.45
244,11050,0.018539905548095703,-0.6205906271934509,14.0,14,nan,nan,nan,nan,255.45
245,11088,0.04126882553100586,0.29393327236175537,38.0,38,nan,nan,nan,nan,255.45
246,11254,0.1499950885772705,-4.621331214904785,166.0,166,nan,nan,nan,nan,255.45
247,11354,0.10933923721313477,0.3766900897026062,100.0,100,nan,nan,nan,nan,255.45
248,11482,0.11991643905639648,1.475366234779358,128.0,128,nan,nan,nan,nan,255.45
249,11564,0.07796573638916016,-4.27603816986084,82.0,82,nan,nan,nan,nan,255.45
250,11630,0.06243753433227539,-0.1647350788116455,66.0,66,361.2,137.1887750510223,124.25,85.15449195432969,361.2
251,11664,0.034014225006103516,0.8787693977355957,34.0,34,nan,nan,nan,nan,361.2
252,11807,0.1251659393310547,-7.3689985275268555,143.0,143,nan,nan,nan,nan,361.2
253,11905,0.09247875213623047,-0.04575705528259277,98.0,98,nan,nan,nan,nan,361.2
254,11935,0.03335428237915039,0.711281418800354,30.0,30,nan,nan,nan,nan,361.2
255,11983,0.05013847351074219,0.3325237035751343,48.0,48,nan,nan,nan,nan,361.2
256,12041,0.05960655212402344,0.8071649074554443,58.0,58,nan,nan,nan,nan,361.2
257,12132,0.09579920768737793,-4.778728008270264,91.0,91,nan,nan,nan,nan,361.2
258,12290,0.16010832786560059,-1.2198731899261475,158.0,158,nan,nan,nan,nan,361.2
259,12401,0.11805486679077148,1.8279871940612793,111.0,111,nan,nan,nan,nan,361.2
260,12580,0.16814875602722168,-1.8627291917800903,179.0,179,nan,nan,nan,nan,361.2
261,12670,0.08920526504516602,-5.693376541137695,90.0,90,nan,nan,nan,nan,361.2
262,12790,0.11000537872314453,-1.475357174873352,120.0,120,nan,nan,nan,nan,361.2
263,12822,0.03181767463684082,-1.2336817979812622,32.0,32,nan,nan,nan,nan,361.2
264,13011,0.1811380386352539,-1.615962266921997,189.0,189,nan,nan,nan,nan,361.2
265,13154,0.14219331741333008,-1.3379838466644287,143.0,143,nan,nan,nan,nan,361.2
266,13264,0.10575222969055176,-6.1782636642456055,110.0,110,nan,nan,nan,nan,361.2
267,13427,0.16041898727416992,0.16869378089904785,163.0,163,nan,nan,nan,nan,361.2
268,13519,0.09836530685424805,-5.767830848693848,92.0,92,nan,nan,nan,nan,361.2
269,13711,0.1976466178894043,-7.412745475769043,192.0,192,nan,nan,nan,nan,361.2
270,13859,0.14012742042541504,-1.2520983219146729,148.0,148,nan,nan,nan,nan,361.2
271,13952,0.08921551704406738,-1.0103411674499512,93.0,93,nan,nan,nan,nan,361.2
272,14044,0.08909368515014648,-0.314471960067749,92.0,92,nan,nan,nan,nan,361.2
273,14200,0.1432790756225586,-3.5961766242980957,156.0,156,nan,nan,nan,nan,361.2
274,14397,0.18050312995910645,-2.7289562225341797,197.0,197,nan,nan,nan,nan,361.2
275,14505,0.10685491561889648,-2.5650224685668945,108.0,108,194.6,51.2205037070117,156.25,94.56737016540113,361.2
276,14638,0.11729669570922852,-4.060075759887695,133.0,133,nan,nan,nan,nan,361.2
277,14666,0.031124591827392578,-4.804462432861328,28.0,28,nan,nan,nan,nan,361.2
278,14735,0.06378602981567383,-0.512677788734436,69.0,69,nan,nan,nan,nan,361.2
279,14904,0.156752347946167,-1.863966703414917,169.0,169,nan,nan,nan,nan,361.2
280,15014,0.10500907897949219,-6.8891377449035645,110.0,110,nan,nan,nan,nan,361.2
281,15096,0.07241439819335938,2.545907974243164,82.0,82,nan,nan,nan,nan,361.2
282,15121,0.02742600440979004,0.8636298179626465,25.0,25,nan,nan,nan,nan,361.2
283,15290,0.14875555038452148,1.575757622718811,169.0,169,nan,nan,nan,nan,361.2
284,15423,0.12458920478820801,-2.423976421356201,133.0,133,nan,nan,nan,nan,361.2
285,15504,0.07944083213806152,0.06375277042388916,81.0,81,nan,nan,nan,nan,361.2
286,15635,0.12222695350646973,-0.3059135675430298,131.0,131,nan,nan,nan,nan,361.2
287,15851,0.2044663429260254,-3.599569797515869,216.0,216,nan,nan,nan,nan,361.2
288,15905,0.05857062339782715,-1.041662573814392,54.0,54,nan,nan,nan,nan,361.2
289,16054,0.1416490077972412,2.21890926361084,149.0,149,nan,nan,nan,nan,361.2
290,16209,0.1379692554473877,-3.7523679733276367,155.0,155,nan,nan,nan,nan,361.2
291,16346,0.1308884620666504,-3.9483394622802734,137.0,137,nan,nan,nan,nan,361.2
292,16497,0.14196419715881348,-3.3175525665283203,151.0,151,nan,nan,nan,nan,361.2
293,16668,0.16032648086547852,1.588125228881836,171.0,171,nan,nan,nan,nan,361.2
294,16834,0.15082740783691406,0.7194290161132812,166.0,166,nan,nan,nan,nan,361.2
295,17024,0.18293094635009766,-1.2493455410003662,190.0,190,nan,nan,nan,nan,361.2
296,17106,0.20247673988342285,-5.154829978942871,82.0,82,nan,nan,nan,nan,361.2
297,17250,0.15245771408081055,-0.19972598552703857,144.0,144,nan,nan,nan,nan,361.2
298,17600,0.3294963836669922,0.8357834815979004,350.0,350,nan,nan,nan,nan,361.2
299,17874,0.24866938591003418,2.4136030673980713,274.0,274,nan,nan,nan,nan,361.2
300,18126,0.2678365707397461,0.7897636890411377,252.0,252,470.85,46.99710097442181,177.95,99.86564724668838,470.85
301,18186,0.07289576530456543,0.24591386318206787,60.0,60,nan,nan,nan,nan,470.85
302,18424,0.27944040298461914,-5.277275562286377,238.0,238,nan,nan,nan,nan,470.85
