iteration,env_steps,dt_sec,lr,ent_coef,approx_kl,updates,rollout_ep_ret_mean,rollout_ep_ret_n,eval_det_mean,eval_det_std,eval_sto_mean,eval_sto_std,best_eval_det
14,30720,2.882685422897339,0.0002958,0.00986,0.0014034698906471021,64,-79.59825134277344,10,nan,nan,nan,nan,-92.31621118289493
15,32768,2.8256797790527344,0.00029549999999999997,0.00985,0.005692173053830629,64,-82.25443267822266,3,nan,nan,nan,nan,-92.31621118289493
16,34816,2.5923171043395996,0.00029519999999999997,0.00984,0.003050464561965782,64,-188.7733154296875,4,nan,nan,nan,nan,-92.31621118289493
17,36864,2.755329132080078,0.00029489999999999996,0.00983,0.0020671349848271348,64,-59.53900146484375,7,nan,nan,nan,nan,-92.31621118289493
18,38912,2.525474786758423,0.00029459999999999995,0.00982,0.0014805309219809715,64,-154.2578887939453,12,nan,nan,nan,nan,-92.31621118289493
19,40960,2.5477728843688965,0.00029429999999999994,0.00981,0.0014751451708434615,64,-71.15840148925781,10,nan,nan,nan,nan,-92.31621118289493
20,43008,2.452805519104004,0.000294,0.0098,0.001607264181075152,64,-76.27816772460938,11,-226.29863901563675,50.61522124228517,-39.54368253135173,111.47608256461591,-92.31621118289493
21,45056,2.4924185276031494,0.0002937,0.00979,0.0022242872473725583,64,-75.20387268066406,8,nan,nan,nan,nan,-92.31621118289493
22,47104,2.49049973487854,0.0002934,0.00978,0.0025397869212611113,64,-20.647838592529297,4,nan,nan,nan,nan,-92.31621118289493
23,49152,2.7175333499908447,0.00029309999999999997,0.00977,0.003401757076062495,64,-130.553466796875,2,nan,nan,nan,nan,-92.31621118289493
24,51200,2.727248430252075,0.00029279999999999996,0.00976,0.002876584458135767,64,-108.8198471069336,4,nan,nan,nan,nan,-92.31621118289493
25,53248,2.669079065322876,0.00029249999999999995,0.00975,0.0021305483824107796,64,-17.289514541625977,6,nan,nan,nan,nan,-92.31621118289493
26,55296,2.5119807720184326,0.00029219999999999995,0.00974,0.0027423489482316654,64,-44.57952880859375,6,nan,nan,nan,nan,-92.31621118289493
27,57344,2.353038787841797,0.0002919,0.00973,0.001478374109865399,64,-56.64757537841797,7,nan,nan,nan,nan,-92.31621118289493
28,59392,2.533207416534424,0.0002916,0.00972,0.0031495452640228905,64,-53.52498245239258,7,nan,nan,nan,nan,-92.31621118289493
29,61440,2.6516711711883545,0.0002913,0.00971,0.0038451792897831183,64,-52.450679779052734,8,nan,nan,nan,nan,-92.31621118289493
30,63488,2.56713604927063,0.00029099999999999997,0.0097,0.001699597039987566,64,-84.4510498046875,4,-186.6792849958645,58.50241354807335,-61.15184727144447,118.96738492908074,-92.31621118289493
31,65536,2.340965509414673,0.00029069999999999996,0.00969,0.0028828398608311545,64,-30.261028289794922,4,nan,nan,nan,nan,-92.31621118289493
32,67584,2.574951648712158,0.00029039999999999996,0.00968,0.001636689074075548,64,-106.29618072509766,4,nan,nan,nan,nan,-92.31621118289493
33,69632,2.456857681274414,0.00029009999999999995,0.00967,0.003979782304668333,64,-9.323223114013672,5,nan,nan,nan,nan,-92.31621118289493
34,71680,2.5005152225494385,0.00028979999999999994,0.00966,0.004854624337895075,64,-76.8187026977539,3,nan,nan,nan,nan,-92.31621118289493
35,73728,2.513127088546753,0.0002895,0.00965,0.0045636179493158124,64,-96.30657196044922,1,nan,nan,nan,nan,-92.31621118289493
36,75776,2.2965755462646484,0.0002892,0.00964,0.004997938353982236,45,-10.16741943359375,2,nan,nan,nan,nan,-92.31621118289493
37,77824,2.4359166622161865,0.0002889,0.00963,0.005911612977797631,64,8.756976127624512,2,nan,nan,nan,nan,-92.31621118289493
38,79872,2.4086382389068604,0.00028859999999999997,0.00962,0.005301555014739279,64,-48.79241180419922,7,nan,nan,nan,nan,-92.31621118289493
39,81920,2.4413697719573975,0.00028829999999999996,0.00961,0.003861305223836098,64,nan,0,nan,nan,nan,nan,-92.31621118289493
40,83968,2.646658182144165,0.00028799999999999995,0.0096,0.0038967538821452763,64,-66.19296264648438,3,-162.4758988050997,47.791676169463166,27.19408463110154,78.15867249598905,-92.31621118289493
41,86016,2.429098606109619,0.00028769999999999995,0.00959,0.0060974182924837805,64,nan,0,nan,nan,nan,nan,-92.31621118289493
42,88064,2.410588026046753,0.00028739999999999994,0.00958,0.003297839251899859,64,-0.2115343064069748,5,nan,nan,nan,nan,-92.31621118289493
43,90112,2.4308559894561768,0.0002871,0.00957,0.0039491012394137215,64,nan,0,nan,nan,nan,nan,-92.31621118289493
44,92160,2.3791561126708984,0.0002868,0.009559999999999999,0.0024621980082883965,64,-26.457162857055664,4,nan,nan,nan,nan,-92.31621118289493
45,94208,2.430983781814575,0.00028649999999999997,0.00955,0.0059887535353482235,64,19.006959915161133,2,nan,nan,nan,nan,-92.31621118289493
46,96256,2.03352689743042,0.00028619999999999996,0.00954,0.0024958357244031504,64,-28.951828002929688,3,nan,nan,nan,nan,-92.31621118289493
47,98304,1.7859270572662354,0.00028589999999999996,0.00953,0.00499007510006777,64,-2.3743858337402344,1,nan,nan,nan,nan,-92.31621118289493
48,100352,1.6870038509368896,0.00028559999999999995,0.009519999999999999,0.004929661787173245,64,-47.53703689575195,3,nan,nan,nan,nan,-92.31621118289493
49,102400,1.6844723224639893,0.00028529999999999994,0.00951,0.0037072025806992315,64,-51.799373626708984,2,nan,nan,nan,nan,-92.31621118289493
50,104448,1.8096981048583984,0.000285,0.0095,0.0022892227534612175,64,-52.39663314819336,3,-156.6104914946083,24.741310382082368,10.005636112779047,63.294098379673144,-92.31621118289493
51,106496,2.497681140899658,0.0002847,0.00949,0.003852251415082719,64,-58.273624420166016,2,nan,nan,nan,nan,-92.31621118289493
52,108544,2.3463308811187744,0.0002844,0.00948,0.004924722063151421,64,-0.6809948086738586,2,nan,nan,nan,nan,-92.31621118289493
53,110592,2.5211174488067627,0.00028409999999999997,0.00947,0.0049235516344197094,64,-2.888448715209961,2,nan,nan,nan,nan,-92.31621118289493
54,112640,2.3636252880096436,0.00028379999999999996,0.00946,0.0027890232049685437,64,-48.23068618774414,3,nan,nan,nan,nan,-92.31621118289493
55,114688,2.068798303604126,0.00028349999999999995,0.00945,0.004911537242151098,64,-5.658805847167969,2,nan,nan,nan,nan,-92.31621118289493
56,116736,1.9718422889709473,0.00028319999999999994,0.00944,0.004329497343860567,64,59.11669921875,2,nan,nan,nan,nan,-92.31621118289493
57,118784,2.1209213733673096,0.00028289999999999994,0.00943,0.0038962287944741547,64,7.024558067321777,1,nan,nan,nan,nan,-92.31621118289493
58,120832,1.8618035316467285,0.0002826,0.00942,0.004258276807377115,64,-33.24859619140625,4,nan,nan,nan,nan,-92.31621118289493
59,122880,1.8968534469604492,0.0002823,0.00941,0.005057860402303049,64,-1.089625597000122,2,nan,nan,nan,nan,-92.31621118289493
60,124928,1.8507599830627441,0.00028199999999999997,0.0094,0.003172562170220772,64,64.3586196899414,3,17.825696908892056,94.61246390685129,54.149500463607716,75.88741217725064,17.825696908892056
61,126976,2.7817037105560303,0.0002817,0.00939,0.002736439804721158,64,-14.429122924804688,2,nan,nan,nan,nan,17.825696908892056
62,129024,2.4760072231292725,0.00028139999999999996,0.00938,0.002868784016754944,64,16.80010223388672,4,nan,nan,nan,nan,17.825696908892056
63,131072,2.391893148422241,0.0002811,0.009370000000000002,0.0023751234002702404,64,14.212185859680176,3,nan,nan,nan,nan,17.825696908892056
64,133120,2.379521131515503,0.00028079999999999994,0.00936,0.004095998727279948,64,56.25102615356445,2,nan,nan,nan,nan,17.825696908892056
65,135168,2.502323865890503,0.0002805,0.00935,0.002815124942571856,64,69.2236557006836,4,nan,nan,nan,nan,17.825696908892056
66,137216,2.2758219242095947,0.0002802,0.00934,0.003363380099472124,64,-68.62655639648438,3,nan,nan,nan,nan,17.825696908892056
67,139264,1.9813156127929688,0.0002799,0.009330000000000001,0.003147834686387796,64,-14.917411804199219,1,nan,nan,nan,nan,17.825696908892056
68,141312,2.624480724334717,0.00027959999999999997,0.00932,0.0019921074526791926,64,-17.606552124023438,2,nan,nan,nan,nan,17.825696908892056
69,143360,2.0500197410583496,0.0002793,0.00931,0.0017800243258534465,64,35.672542572021484,3,nan,nan,nan,nan,17.825696908892056
70,145408,2.006272792816162,0.00027899999999999995,0.0093,0.0033859509458125103,64,-1.4736084938049316,3,51.83199522934842,97.97329689823445,87.89926727965275,75.67457024507225,51.83199522934842
71,147456,2.5202088356018066,0.0002787,0.009290000000000001,0.002220473725174088,64,-97.70125579833984,3,nan,nan,nan,nan,51.83199522934842
72,149504,2.548281192779541,0.0002784,0.00928,0.007391626906610327,64,-1.374887228012085,1,nan,nan,nan,nan,51.83199522934842
73,151552,2.657196283340454,0.0002781,0.00927,0.005768720995547483,64,78.72039031982422,5,nan,nan,nan,nan,51.83199522934842
74,153600,2.3684184551239014,0.0002778,0.009260000000000001,0.0017020132108882535,64,20.942657470703125,3,nan,nan,nan,nan,51.83199522934842
75,155648,2.4719443321228027,0.00027749999999999997,0.009250000000000001,0.002460457875713473,64,-129.01756286621094,2,nan,nan,nan,nan,51.83199522934842
76,157696,1.8432652950286865,0.0002772,0.00924,0.00511607530183698,19,-71.38575744628906,1,nan,nan,nan,nan,51.83199522934842
77,159744,2.297135353088379,0.0002769,0.00923,0.0062507669026672374,64,-25.73053550720215,5,nan,nan,nan,nan,51.83199522934842
78,161792,1.819603681564331,0.0002766,0.00922,0.0032655870854796376,64,-0.5689010620117188,4,nan,nan,nan,nan,51.83199522934842
79,163840,1.9121973514556885,0.0002763,0.009210000000000001,0.0026943589618895203,64,-118.82746887207031,1,nan,nan,nan,nan,51.83199522934842
80,165888,1.9769291877746582,0.000276,0.0092,0.0012087584909750149,64,95.6120376586914,3,59.282933389046704,80.90785847352673,73.75644493603556,75.04880556918326,59.282933389046704
81,167936,2.6663472652435303,0.0002757,0.00919,0.003542435817507794,64,28.592893600463867,4,nan,nan,nan,nan,59.282933389046704
82,169984,2.555022954940796,0.00027539999999999997,0.00918,0.005110583038913319,64,94.81242370605469,1,nan,nan,nan,nan,59.282933389046704
83,172032,2.4777326583862305,0.00027509999999999996,0.009170000000000001,0.005601253886256487,62,13.205032348632812,4,nan,nan,nan,nan,59.282933389046704
84,174080,2.4825215339660645,0.0002748,0.00916,0.003145717146253446,64,-14.190269470214844,3,nan,nan,nan,nan,59.282933389046704
85,176128,2.530129909515381,0.0002745,0.00915,0.000938780987780774,64,-5.753360748291016,4,nan,nan,nan,nan,59.282933389046704
86,178176,2.4583182334899902,0.0002742,0.00914,0.0018378559034317732,64,-144.00030517578125,2,nan,nan,nan,nan,59.282933389046704
87,180224,2.278677463531494,0.0002739,0.009130000000000001,0.003446343165705912,64,49.759368896484375,2,nan,nan,nan,nan,59.282933389046704
88,182272,1.538846731185913,0.0002736,0.009120000000000001,0.0051269313642898435,39,-3.618974208831787,2,nan,nan,nan,nan,59.282933389046704
89,184320,1.7515971660614014,0.0002733,0.00911,0.005510174087248743,60,35.1768684387207,3,nan,nan,nan,nan,59.282933389046704
90,186368,1.8354341983795166,0.00027299999999999997,0.0091,0.003537482814863324,64,45.732322692871094,4,81.68003375875249,86.74550855950585,106.90990630342371,87.75151226472356,81.68003375875249
91,188416,2.7964444160461426,0.00027269999999999996,0.00909,0.00463559753188747,64,66.03301239013672,3,nan,nan,nan,nan,81.68003375875249
92,190464,2.6124114990234375,0.0002724,0.009080000000000001,0.0015391963752335869,64,32.31550979614258,6,nan,nan,nan,nan,81.68003375875249
93,192512,2.7808728218078613,0.0002721,0.00907,0.005525982393010054,64,-56.2809944152832,2,nan,nan,nan,nan,81.68003375875249
94,194560,2.691756010055542,0.0002718,0.00906,0.004077405988937244,64,-2.6596803665161133,3,nan,nan,nan,nan,81.68003375875249
95,196608,2.2771341800689697,0.0002715,0.00905,0.0028308911169006024,64,nan,0,nan,nan,nan,nan,81.68003375875249
96,198656,2.6813464164733887,0.0002712,0.009040000000000001,0.006928429800609592,64,-49.23337936401367,5,nan,nan,nan,nan,81.68003375875249
97,200704,2.745391368865967,0.00027089999999999997,0.00903,0.004746912920381874,64,-2.9125514030456543,2,nan,nan,nan,nan,81.68003375875249
98,202752,2.5939221382141113,0.00027059999999999996,0.00902,0.0018558230585767888,64,27.754087448120117,4,nan,nan,nan,nan,81.68003375875249
99,204800,2.5410566329956055,0.00027029999999999996,0.00901,0.0015619069417880382,64,39.909088134765625,2,nan,nan,nan,nan,81.68003375875249
100,206848,2.6787657737731934,0.00027,0.009000000000000001,0.0031235758542607073,64,49.86852264404297,4,33.64353537793086,107.2984977162741,12.07254995426899,105.38954379741917,81.68003375875249
101,208896,2.8807616233825684,0.0002697,0.00899,0.0022984655224718153,64,50.07313537597656,2,nan,nan,nan,nan,81.68003375875249
102,210944,2.7817180156707764,0.0002694,0.00898,0.0029008595665800385,64,88.62429809570312,4,nan,nan,nan,nan,81.68003375875249
103,212992,2.774261236190796,0.0002691,0.00897,0.005213568027102156,64,-40.73847579956055,5,nan,nan,nan,nan,81.68003375875249
104,215040,2.63787579536438,0.0002688,0.008960000000000001,0.00375608726972132,64,73.22714233398438,4,nan,nan,nan,nan,81.68003375875249
105,217088,2.6575963497161865,0.00026849999999999997,0.00895,0.003445792739512399,64,-114.1156234741211,3,nan,nan,nan,nan,81.68003375875249
106,219136,2.3556151390075684,0.00026819999999999996,0.00894,0.0018155166471842676,64,21.40468406677246,6,nan,nan,nan,nan,81.68003375875249
107,221184,1.9447808265686035,0.0002679,0.00893,0.004315262398449704,64,75.56001281738281,3,nan,nan,nan,nan,81.68003375875249
108,223232,1.8501355648040771,0.0002676,0.00892,0.0037870553496759385,64,-82.30767822265625,1,nan,nan,nan,nan,81.68003375875249
109,225280,2.0030739307403564,0.0002673,0.00891,0.005689040433935588,64,35.84958267211914,5,nan,nan,nan,nan,81.68003375875249
110,227328,1.8817634582519531,0.000267,0.0089,0.005332474522292614,50,-2.301185131072998,2,62.75987288309146,105.46949446291858,83.0771111335466,89.98406887335922,81.68003375875249
111,229376,2.5958588123321533,0.0002667,0.00889,0.004899255563941551,64,62.22633361816406,3,nan,nan,nan,nan,81.68003375875249
112,231424,2.229649066925049,0.00026639999999999997,0.00888,0.0051851094651379085,38,-7.337986469268799,1,nan,nan,nan,nan,81.68003375875249
113,233472,2.509877920150757,0.00026609999999999996,0.008870000000000001,0.0027255922213953454,64,-43.412498474121094,4,nan,nan,nan,nan,81.68003375875249
114,235520,2.0577774047851562,0.00026579999999999996,0.00886,0.0033380804743501358,64,8.953593254089355,3,nan,nan,nan,nan,81.68003375875249
115,237568,1.908651351928711,0.0002655,0.00885,0.0035409224619797897,64,-3.140012264251709,2,nan,nan,nan,nan,81.68003375875249
116,239616,1.9563343524932861,0.0002652,0.00884,0.002415079656202579,64,21.85770606994629,4,nan,nan,nan,nan,81.68003375875249
117,241664,2.732597827911377,0.0002649,0.008830000000000001,0.0009750062527018599,64,59.27273178100586,3,nan,nan,nan,nan,81.68003375875249
118,243712,2.1673526763916016,0.0002646,0.00882,0.0022778494349040557,64,116.15662384033203,4,nan,nan,nan,nan,81.68003375875249
119,245760,1.841975212097168,0.0002643,0.00881,0.007631163025507703,64,46.95134735107422,2,nan,nan,nan,nan,81.68003375875249
120,247808,1.8861677646636963,0.00026399999999999997,0.0088,0.005420909747044789,64,65.18524169921875,3,84.25368482668674,118.93042753553789,65.24827061944865,108.12440832617143,84.25368482668674
121,249856,2.541267156600952,0.00026369999999999996,0.008790000000000001,0.0017365309286105912,64,-65.63007354736328,4,nan,nan,nan,nan,84.25368482668674
122,251904,2.1822733879089355,0.00026339999999999995,0.00878,0.005915231919061625,64,-37.10545349121094,4,nan,nan,nan,nan,84.25368482668674
123,253952,1.8684804439544678,0.0002631,0.00877,0.0010070037169498391,64,55.567588806152344,4,nan,nan,nan,nan,84.25368482668674
124,256000,1.9873132705688477,0.0002628,0.00876,0.0025115114585787524,64,62.13968276977539,3,nan,nan,nan,nan,84.25368482668674
125,258048,2.0461103916168213,0.0002625,0.00875,0.002495757580618374,64,52.6840934753418,4,nan,nan,nan,nan,84.25368482668674
126,260096,1.8998043537139893,0.0002622,0.00874,0.0010491237153473776,64,49.52361297607422,5,nan,nan,nan,nan,84.25368482668674
127,262144,1.7758429050445557,0.00026189999999999997,0.00873,0.0017508863093098626,64,-60.58121871948242,3,nan,nan,nan,nan,84.25368482668674
128,264192,1.9274351596832275,0.00026159999999999996,0.00872,0.003441049106186256,64,111.70878601074219,1,nan,nan,nan,nan,84.25368482668674
129,266240,2.273728847503662,0.00026129999999999995,0.00871,0.0029428609195747413,64,56.293907165527344,4,nan,nan,nan,nan,84.25368482668674
130,268288,2.0976693630218506,0.000261,0.0087,0.0024643662145535927,64,-32.220829010009766,3,71.75701232146967,126.36457231109213,71.70371997599003,100.41026228527329,84.25368482668674
131,270336,2.3839051723480225,0.0002607,0.00869,0.006504428914922755,64,-86.75640869140625,4,nan,nan,nan,nan,84.25368482668674
132,272384,1.7031950950622559,0.0002604,0.00868,0.001924063642945839,64,80.07707977294922,4,nan,nan,nan,nan,84.25368482668674
133,274432,1.820509672164917,0.0002601,0.00867,0.0021700919860450085,64,54.450233459472656,4,nan,nan,nan,nan,84.25368482668674
134,276480,1.846998929977417,0.00025979999999999997,0.00866,0.0010109304312209133,64,61.4842529296875,5,nan,nan,nan,nan,84.25368482668674
135,278528,1.6923651695251465,0.00025949999999999997,0.00865,0.0032253312529064715,64,-32.90851974487305,6,nan,nan,nan,nan,84.25368482668674
136,280576,1.6615042686462402,0.00025919999999999996,0.00864,0.0018546786122897174,64,-26.660030364990234,4,nan,nan,nan,nan,84.25368482668674
137,282624,1.7846760749816895,0.00025889999999999995,0.00863,0.0019737467810045928,64,21.904632568359375,2,nan,nan,nan,nan,84.25368482668674
138,284672,1.4862492084503174,0.0002586,0.008620000000000001,0.0047744353068992496,36,97.89492797851562,1,nan,nan,nan,nan,84.25368482668674
139,286720,1.8519110679626465,0.0002583,0.00861,0.004574551599944243,64,52.402435302734375,6,nan,nan,nan,nan,84.25368482668674
140,288768,1.746250867843628,0.000258,0.0086,0.0034393816968076862,64,8.334577560424805,4,35.47939332025825,108.85534639177197,70.90168355589665,106.49952282522885,84.25368482668674
141,290816,1.8587048053741455,0.0002577,0.00859,0.0031056415318744257,64,2.6556460857391357,3,nan,nan,nan,nan,84.25368482668674
142,292864,1.7702460289001465,0.00025739999999999997,0.00858,0.0029808717881678604,64,-24.758790969848633,2,nan,nan,nan,nan,84.25368482668674
143,294912,1.8073875904083252,0.00025709999999999996,0.00857,0.005796593337436207,64,-9.748668670654297,4,nan,nan,nan,nan,84.25368482668674
144,296960,1.7660017013549805,0.00025679999999999995,0.00856,0.0030209628348529804,64,19.601669311523438,4,nan,nan,nan,nan,84.25368482668674
145,299008,1.6989905834197998,0.00025649999999999995,0.00855,0.005221475035796175,64,-48.05076217651367,3,nan,nan,nan,nan,84.25368482668674
146,301056,1.8451497554779053,0.0002562,0.00854,0.0020729282550746575,64,-3.0491950511932373,6,nan,nan,nan,nan,84.25368482668674
147,303104,1.6382369995117188,0.0002559,0.00853,0.003577253215813211,49,39.94441604614258,3,nan,nan,nan,nan,84.25368482668674
148,305152,1.8701319694519043,0.0002556,0.00852,0.004343666350905551,64,-3.465493679046631,5,nan,nan,nan,nan,84.25368482668674
149,307200,2.327251434326172,0.00025529999999999997,0.00851,0.0013368430227274075,64,-17.70993995666504,3,nan,nan,nan,nan,84.25368482668674
150,309248,2.413255214691162,0.00025499999999999996,0.0085,0.0023939262064232025,64,23.91138458251953,3,81.11726663510407,129.55878546347503,59.37414619428286,109.16104906315765,84.25368482668674
151,311296,1.7633056640625,0.00025469999999999996,0.00849,0.0034357041877228767,64,2.118792772293091,5,nan,nan,nan,nan,84.25368482668674
152,313344,1.7188317775726318,0.00025439999999999995,0.00848,0.0031597575871273875,64,-52.72442626953125,5,nan,nan,nan,nan,84.25368482668674
153,315392,2.128005027770996,0.0002541,0.00847,0.0024521250124962535,64,41.5671501159668,5,nan,nan,nan,nan,84.25368482668674
154,317440,2.029456615447998,0.0002538,0.00846,0.002458733033563476,64,-88.90666961669922,2,nan,nan,nan,nan,84.25368482668674
155,319488,2.0137717723846436,0.0002535,0.00845,0.002916312925663078,64,-6.3992462158203125,4,nan,nan,nan,nan,84.25368482668674
156,321536,1.9621124267578125,0.0002532,0.00844,0.0012727717621601187,64,44.814247131347656,5,nan,nan,nan,nan,84.25368482668674
157,323584,1.9180214405059814,0.00025289999999999997,0.00843,0.0016637291882943828,64,-48.710426330566406,5,nan,nan,nan,nan,84.25368482668674
158,325632,2.3539910316467285,0.00025259999999999996,0.00842,0.006450948741985485,64,nan,0,nan,nan,nan,nan,84.25368482668674
159,327680,2.631232500076294,0.00025229999999999995,0.008409999999999999,0.003193393236870179,64,22.544754028320312,6,nan,nan,nan,nan,84.25368482668674
160,329728,2.5232717990875244,0.00025199999999999995,0.0084,0.0029470767003658693,64,112.6664810180664,3,31.583872879286776,123.43862070316696,55.58454280689144,102.8868379160939,84.25368482668674
161,331776,1.8588817119598389,0.0002517,0.00839,0.0017542940586281475,64,-6.5926513671875,6,nan,nan,nan,nan,84.25368482668674
162,333824,1.8606078624725342,0.0002514,0.00838,0.003760467192478245,64,-57.15150451660156,3,nan,nan,nan,nan,84.25368482668674
163,335872,1.9331815242767334,0.0002511,0.00837,0.006372534036927391,64,-2.0782814025878906,1,nan,nan,nan,nan,84.25368482668674
164,337920,1.81425142288208,0.00025079999999999997,0.00836,0.0018134164820367005,64,21.47402000427246,3,nan,nan,nan,nan,84.25368482668674
165,339968,1.8341827392578125,0.00025049999999999996,0.00835,0.0030149408157740254,64,7.8308610916137695,7,nan,nan,nan,nan,84.25368482668674
166,342016,1.7548415660858154,0.00025019999999999996,0.00834,0.0023730716202408075,64,18.829328536987305,4,nan,nan,nan,nan,84.25368482668674
167,344064,1.9682257175445557,0.00024989999999999995,0.00833,0.0021160388350836,64,-23.81279754638672,2,nan,nan,nan,nan,84.25368482668674
168,346112,2.622718572616577,0.00024959999999999994,0.00832,0.004391522263176739,64,11.395195007324219,2,nan,nan,nan,nan,84.25368482668674
169,348160,2.4950108528137207,0.0002493,0.00831,0.004010883039882174,64,23.633882522583008,4,nan,nan,nan,nan,84.25368482668674
170,350208,2.597249984741211,0.000249,0.0083,0.0014138922342681326,64,-33.20298385620117,3,86.71944316679362,136.36312365156152,59.5256020299271,105.34017222922219,86.71944316679362
171,352256,1.852964162826538,0.0002487,0.00829,0.0035685373331943993,64,-75.08154296875,4,nan,nan,nan,nan,86.71944316679362
172,354304,2.1359496116638184,0.0002484,0.008280000000000001,0.0033504187158541754,64,33.77671813964844,3,nan,nan,nan,nan,86.71944316679362
173,356352,1.971891164779663,0.00024809999999999996,0.00827,0.0024462564069835935,64,-30.741641998291016,7,nan,nan,nan,nan,86.71944316679362
174,358400,2.570619583129883,0.0002478,0.00826,0.0021008973199059255,64,-140.95870971679688,1,nan,nan,nan,nan,86.71944316679362
175,360448,2.1304166316986084,0.00024749999999999994,0.00825,0.0037485775304958225,30,88.55204010009766,3,nan,nan,nan,nan,86.71944316679362
176,362496,2.1754965782165527,0.0002472,0.00824,0.00373350887093693,34,31.585906982421875,5,nan,nan,nan,nan,86.71944316679362
177,364544,2.460404396057129,0.0002469,0.00823,0.002711327553697629,64,13.348371505737305,4,nan,nan,nan,nan,86.71944316679362
178,366592,2.513622760772705,0.0002466,0.008220000000000002,0.0023784607838024385,64,91.39591979980469,2,nan,nan,nan,nan,86.71944316679362
179,368640,2.611226797103882,0.00024629999999999997,0.00821,0.004525013875536388,64,-9.568968772888184,6,nan,nan,nan,nan,86.71944316679362
180,370688,2.748142957687378,0.000246,0.0082,0.0042012879021058325,64,-36.046627044677734,3,91.54007336471454,133.21323718982,89.05536600157103,109.05352031378878,91.54007336471454
181,372736,2.8789165019989014,0.00024569999999999995,0.00819,0.007176799550506985,64,52.054473876953125,4,nan,nan,nan,nan,91.54007336471454
182,374784,2.8341224193573,0.0002454,0.008180000000000002,0.0027884570190508384,64,-23.128299713134766,4,nan,nan,nan,nan,91.54007336471454
183,376832,3.163914442062378,0.00024509999999999994,0.00817,0.0024403798051935155,64,77.35618591308594,3,nan,nan,nan,nan,91.54007336471454
184,378880,2.6508493423461914,0.0002448,0.00816,0.0013387552498898003,64,-67.8431396484375,4,nan,nan,nan,nan,91.54007336471454
185,380928,2.6900854110717773,0.0002445,0.00815,0.0025993642811954487,64,-2.675724744796753,5,nan,nan,nan,nan,91.54007336471454
186,382976,2.871626138687134,0.00024419999999999997,0.008140000000000001,0.0012308268778724596,64,-5.371395111083984,6,nan,nan,nan,nan,91.54007336471454
187,385024,3.103353977203369,0.00024389999999999997,0.00813,0.0010034551669377834,64,-5.766334533691406,5,nan,nan,nan,nan,91.54007336471454
188,387072,3.004202127456665,0.00024359999999999999,0.00812,0.0026267731009284034,64,-20.693262100219727,6,nan,nan,nan,nan,91.54007336471454
189,389120,3.01480770111084,0.00024329999999999995,0.00811,0.003126057177723851,64,91.02833557128906,5,nan,nan,nan,nan,91.54007336471454
190,391168,2.6910011768341064,0.000243,0.008100000000000001,0.0029098706327204127,64,39.70128631591797,7,84.49892765959447,136.62338823389044,84.15092335610278,137.22782690144493,91.54007336471454
191,393216,1.9884185791015625,0.00024269999999999996,0.00809,0.002528546756366268,64,-20.39948844909668,6,nan,nan,nan,nan,91.54007336471454
192,395264,1.9710891246795654,0.00024239999999999998,0.00808,0.0028239259008842055,64,78.23163604736328,6,nan,nan,nan,nan,91.54007336471454
