iteration,env_steps,dt_sec,lr,ent_coef,approx_kl,updates,rollout_ep_ret_mean,rollout_ep_ret_n,eval_det_mean,eval_det_std,eval_sto_mean,eval_sto_std,best_eval_det
0,2048,2.0786609649658203,0.0003,0.01,0.005968712343019433,64,-220.0723876953125,20,-579.3049489359662,133.62316032409754,-200.46055889408237,104.5781601032078,-579.3049489359662
1,4096,1.7987797260284424,0.00029969999999999997,0.00999,0.0006198110422701575,64,-160.61277770996094,22,nan,nan,nan,nan,-579.3049489359662
2,6144,1.753889799118042,0.00029939999999999996,0.009980000000000001,0.0002462525626469869,64,-151.40408325195312,21,nan,nan,nan,nan,-579.3049489359662
3,8192,1.7866523265838623,0.00029909999999999995,0.00997,0.002033114022196969,64,-171.50921630859375,24,nan,nan,nan,nan,-579.3049489359662
4,10240,1.812276840209961,0.0002988,0.00996,0.000992185654467903,64,-136.3174285888672,22,nan,nan,nan,nan,-579.3049489359662
5,12288,1.9972689151763916,0.0002985,0.00995,0.0003662566559796687,64,-151.46783447265625,22,nan,nan,nan,nan,-579.3049489359662
6,14336,2.2253172397613525,0.0002982,0.009940000000000001,0.001015363581245765,64,-149.87501525878906,22,nan,nan,nan,nan,-579.3049489359662
7,16384,2.262291431427002,0.0002979,0.00993,0.0006780359144613612,64,-120.88483428955078,22,nan,nan,nan,nan,-579.3049489359662
8,18432,1.930673599243164,0.00029759999999999997,0.00992,0.001799711670173565,64,-141.66531372070312,20,nan,nan,nan,nan,-579.3049489359662
9,20480,1.910548210144043,0.00029729999999999996,0.00991,0.0006552457198267803,64,-128.3451385498047,22,nan,nan,nan,nan,-579.3049489359662
10,22528,1.8410568237304688,0.00029699999999999996,0.0099,0.0009310154564445838,64,-96.14437866210938,19,-387.5967458964911,188.5957473840405,-107.93408483790014,69.59264356991302,-387.5967458964911
11,24576,1.9200894832611084,0.00029669999999999995,0.00989,0.0024255003045254853,64,-146.0903778076172,19,nan,nan,nan,nan,-387.5967458964911
12,26624,2.967445135116577,0.0002964,0.00988,0.001332454674411565,64,-118.61759948730469,16,nan,nan,nan,nan,-387.5967458964911
13,28672,3.0889384746551514,0.0002961,0.00987,0.0025345218200527597,64,-107.31202697753906,17,nan,nan,nan,nan,-387.5967458964911
14,30720,2.8833253383636475,0.0002958,0.00986,0.0025045180846063886,64,-94.25492095947266,15,nan,nan,nan,nan,-387.5967458964911
15,32768,2.4192206859588623,0.00029549999999999997,0.00985,0.0008606249866716098,64,-88.916015625,18,nan,nan,nan,nan,-387.5967458964911
16,34816,2.591015338897705,0.00029519999999999997,0.00984,0.000998043418803718,64,-71.70059967041016,15,nan,nan,nan,nan,-387.5967458964911
17,36864,2.587327241897583,0.00029489999999999996,0.00983,0.0009674809953139629,64,-89.12113189697266,15,nan,nan,nan,nan,-387.5967458964911
18,38912,2.5796098709106445,0.00029459999999999995,0.00982,0.002108617547492031,64,-68.82005310058594,17,nan,nan,nan,nan,-387.5967458964911
19,40960,2.703972101211548,0.00029429999999999994,0.00981,0.0026997663990186993,64,-48.62812805175781,16,nan,nan,nan,nan,-387.5967458964911
20,43008,2.5847396850585938,0.000294,0.0098,0.003812045124504948,64,-98.62564086914062,11,-275.60036029453306,67.40702589633682,-95.9585292242565,81.74747979009703,-275.60036029453306
21,45056,2.3491368293762207,0.0002937,0.00979,0.002184197088354267,64,-77.58209228515625,14,nan,nan,nan,nan,-275.60036029453306
22,47104,2.3195621967315674,0.0002934,0.00978,0.0014636421874456573,64,-60.88322830200195,11,nan,nan,nan,nan,-275.60036029453306
23,49152,2.4505553245544434,0.00029309999999999997,0.00977,0.0025384459622728173,64,-71.72794342041016,12,nan,nan,nan,nan,-275.60036029453306
24,51200,3.8589224815368652,0.00029279999999999996,0.00976,0.0008191056003852282,64,-122.85269927978516,9,nan,nan,nan,nan,-275.60036029453306
25,53248,3.924574136734009,0.00029249999999999995,0.00975,0.001693377889750991,64,-106.8819351196289,5,nan,nan,nan,nan,-275.60036029453306
26,55296,3.0980441570281982,0.00029219999999999995,0.00974,0.0018828993379429448,64,-109.44482421875,7,nan,nan,nan,nan,-275.60036029453306
27,57344,2.6001064777374268,0.0002919,0.00973,0.003408802924241172,64,-76.9090805053711,11,nan,nan,nan,nan,-275.60036029453306
28,59392,2.9851431846618652,0.0002916,0.00972,0.0018809528301062528,64,-28.45343017578125,9,nan,nan,nan,nan,-275.60036029453306
29,61440,2.7324116230010986,0.0002913,0.00971,0.0021304601832525805,64,-123.59252166748047,7,nan,nan,nan,nan,-275.60036029453306
30,63488,2.586724281311035,0.00029099999999999997,0.0097,0.006186265483847819,64,-84.21066284179688,6,-362.72487055394276,155.1758412249254,-64.41783103452744,86.04453448929661,-275.60036029453306
31,65536,2.4080216884613037,0.00029069999999999996,0.00969,0.0015241546789184213,64,-127.52273559570312,8,nan,nan,nan,nan,-275.60036029453306
32,67584,2.0149102210998535,0.00029039999999999996,0.00968,0.0034440642011759337,64,-92.35034942626953,6,nan,nan,nan,nan,-275.60036029453306
33,69632,2.096775770187378,0.00029009999999999995,0.00967,0.0019471555897325743,64,-54.04874038696289,7,nan,nan,nan,nan,-275.60036029453306
34,71680,1.9404425621032715,0.00028979999999999994,0.00966,0.001873195647931425,64,-135.1741485595703,9,nan,nan,nan,nan,-275.60036029453306
35,73728,1.9795398712158203,0.0002895,0.00965,0.0013370656342885923,64,-41.45825958251953,5,nan,nan,nan,nan,-275.60036029453306
36,75776,1.9654011726379395,0.0002892,0.00964,0.002362749415624421,64,-68.51756286621094,8,nan,nan,nan,nan,-275.60036029453306
37,77824,2.2137222290039062,0.0002889,0.00963,0.004244399846356828,64,-58.68563461303711,2,nan,nan,nan,nan,-275.60036029453306
38,79872,1.7662396430969238,0.00028859999999999997,0.00962,0.00580297782121656,26,4.112659454345703,2,nan,nan,nan,nan,-275.60036029453306
39,81920,2.1964285373687744,0.00028829999999999996,0.00961,0.005959989328403026,40,nan,0,nan,nan,nan,nan,-275.60036029453306
40,83968,2.5105926990509033,0.00028799999999999995,0.0096,0.005948628480837215,64,-5.371607303619385,5,-202.16479733951232,80.48119034180746,3.0599819552035554,77.35838603788135,-202.16479733951232
41,86016,2.3379716873168945,0.00028769999999999995,0.00959,0.002612250071251765,64,-30.516550064086914,6,nan,nan,nan,nan,-202.16479733951232
