iteration,env_steps,dt_sec,lr,ent_coef,approx_kl,updates,rollout_ep_ret_mean,rollout_ep_ret_n,eval_det_mean,eval_det_std,eval_sto_mean,eval_sto_std,best_eval_det
190,391168,2.298201084136963,0.000243,0.008100000000000001,0.002251415586215444,64,65.9130859375,8,180.465623942872,89.8230585170713,208.95949336295817,66.9334100113124,180.465623942872
191,393216,3.2806692123413086,0.00024269999999999996,0.00809,0.0028557603218359873,64,60.39582443237305,5,nan,nan,nan,nan,180.465623942872
192,395264,2.6938962936401367,0.00024239999999999998,0.00808,0.00035526119609130546,64,63.82872009277344,8,nan,nan,nan,nan,180.465623942872
193,397312,2.9665610790252686,0.00024209999999999995,0.008069999999999999,0.005030301937949844,64,144.79400634765625,5,nan,nan,nan,nan,180.465623942872
194,399360,2.3603596687316895,0.0002418,0.008060000000000001,0.0024019075353862718,64,86.64483642578125,6,nan,nan,nan,nan,180.465623942872
195,401408,2.0659284591674805,0.00024149999999999996,0.00805,0.0008361225845874287,64,132.554443359375,5,nan,nan,nan,nan,180.465623942872
196,403456,1.9941117763519287,0.00024119999999999998,0.00804,0.0019242763264628593,64,118.30828857421875,8,nan,nan,nan,nan,180.465623942872
197,405504,2.0644474029541016,0.00024089999999999995,0.008029999999999999,0.0032279060906148516,64,96.0740966796875,5,nan,nan,nan,nan,180.465623942872
198,407552,1.9836328029632568,0.0002406,0.008020000000000001,0.0003419721033424139,64,118.37733459472656,5,nan,nan,nan,nan,180.465623942872
199,409600,1.9525039196014404,0.00024029999999999996,0.00801,0.0018294536530447658,64,111.12387084960938,4,nan,nan,nan,nan,180.465623942872
200,411648,2.014798879623413,0.00023999999999999998,0.008,0.004070552051416598,64,159.97303771972656,3,167.07296534658875,99.62383737224636,186.53275933296814,90.03179370041515,180.465623942872
201,413696,2.7157254219055176,0.00023969999999999997,0.007989999999999999,0.0025382094172528014,64,77.91563415527344,5,nan,nan,nan,nan,180.465623942872
202,415744,2.59515118598938,0.0002394,0.007980000000000001,0.0023292018813663162,64,132.8060302734375,4,nan,nan,nan,nan,180.465623942872
203,417792,2.5852596759796143,0.00023909999999999996,0.00797,0.002061154656985309,64,104.42098236083984,5,nan,nan,nan,nan,180.465623942872
204,419840,2.5692789554595947,0.0002388,0.00796,0.0035306474601384252,64,78.57892608642578,6,nan,nan,nan,nan,180.465623942872
205,421888,2.419532299041748,0.0002385,0.00795,0.0020950920079485513,64,90.62210845947266,6,nan,nan,nan,nan,180.465623942872
206,423936,2.1966545581817627,0.0002382,0.007940000000000001,0.0009481080051045865,64,9.521089553833008,7,nan,nan,nan,nan,180.465623942872
207,425984,2.1399877071380615,0.00023789999999999998,0.007930000000000001,0.0004423964346642606,64,58.254173278808594,7,nan,nan,nan,nan,180.465623942872
208,428032,1.8976340293884277,0.0002376,0.00792,0.0011051025394408498,64,112.6387939453125,5,nan,nan,nan,nan,180.465623942872
209,430080,1.8765778541564941,0.0002373,0.00791,0.0012044464856444392,64,54.984893798828125,6,nan,nan,nan,nan,180.465623942872
210,432128,1.8748352527618408,0.000237,0.0079,0.000797373526438605,64,69.45303344726562,6,167.0838765157957,95.76716588814,169.56181517264946,110.34809036029613,180.465623942872
211,434176,2.6730215549468994,0.00023669999999999998,0.007890000000000001,0.004691775335231796,64,54.473148345947266,7,nan,nan,nan,nan,180.465623942872
212,436224,2.614586114883423,0.0002364,0.00788,0.0014568525584763847,64,53.04377746582031,6,nan,nan,nan,nan,180.465623942872
213,438272,2.6507728099823,0.0002361,0.00787,0.004113376533496194,64,151.60711669921875,5,nan,nan,nan,nan,180.465623942872
214,440320,2.7146599292755127,0.00023579999999999999,0.00786,0.0026892282548942603,64,1.3919878005981445,6,nan,nan,nan,nan,180.465623942872
215,442368,2.475287437438965,0.00023549999999999998,0.007850000000000001,0.003180927520588739,64,125.1830062866211,4,nan,nan,nan,nan,180.465623942872
216,444416,2.143214464187622,0.0002352,0.00784,0.002291210850671632,64,99.87792205810547,8,nan,nan,nan,nan,180.465623942872
217,446464,2.164048671722412,0.0002349,0.00783,0.002381889986281749,64,142.6356658935547,6,nan,nan,nan,nan,180.465623942872
218,448512,2.2676708698272705,0.00023459999999999998,0.00782,0.002142786321201129,64,156.6278839111328,7,nan,nan,nan,nan,180.465623942872
219,450560,2.202975034713745,0.00023429999999999998,0.00781,0.0008025745482882485,64,104.18443298339844,4,nan,nan,nan,nan,180.465623942872
220,452608,2.0060553550720215,0.000234,0.0078000000000000005,0.0011353238187439274,64,48.629364013671875,8,175.75470988404192,93.939549779948,179.03874487953058,101.14065949511783,180.465623942872
221,454656,3.3144164085388184,0.0002337,0.00779,0.0010578629953670315,64,141.35231018066406,9,nan,nan,nan,nan,180.465623942872
222,456704,3.216425895690918,0.00023339999999999998,0.0077800000000000005,0.0033820871758507565,64,126.19624328613281,7,nan,nan,nan,nan,180.465623942872
223,458752,2.843172073364258,0.00023309999999999997,0.00777,0.0024414598883595318,64,149.2603302001953,4,nan,nan,nan,nan,180.465623942872
224,460800,2.983795166015625,0.0002328,0.00776,0.0023925789319036994,64,100.12255096435547,7,nan,nan,nan,nan,180.465623942872
225,462848,3.0349960327148438,0.00023249999999999999,0.007750000000000001,0.0013218942258390598,64,146.2633056640625,4,nan,nan,nan,nan,180.465623942872
226,464896,2.4314475059509277,0.00023219999999999998,0.00774,0.0031779765704413876,64,128.043701171875,8,nan,nan,nan,nan,180.465623942872
227,466944,1.7638680934906006,0.0002319,0.007730000000000001,0.002772962903691223,64,164.46417236328125,4,nan,nan,nan,nan,180.465623942872
228,468992,1.7687835693359375,0.0002316,0.00772,0.0022317120965453796,64,114.50943756103516,6,nan,nan,nan,nan,180.465623942872
229,471040,1.8543715476989746,0.00023129999999999998,0.007710000000000001,0.0014802662662987132,64,0.20355911552906036,5,nan,nan,nan,nan,180.465623942872
230,473088,2.4718616008758545,0.00023099999999999998,0.0077,0.002646628810907714,64,117.77400207519531,7,186.9863617041063,69.10785087496754,186.50398104191564,77.25111969862546,186.9863617041063
231,475136,2.6367850303649902,0.0002307,0.007690000000000001,0.0009576152806403115,64,157.6082000732422,5,nan,nan,nan,nan,186.9863617041063
232,477184,2.638531446456909,0.0002304,0.00768,0.003553208109224215,64,167.6083526611328,2,nan,nan,nan,nan,186.9863617041063
233,479232,2.5461623668670654,0.00023009999999999998,0.007670000000000001,0.002553965103288647,64,71.1002197265625,4,nan,nan,nan,nan,186.9863617041063
234,481280,2.206080198287964,0.00022979999999999997,0.00766,0.002238275861600414,64,31.123348236083984,7,nan,nan,nan,nan,186.9863617041063
235,483328,1.8274343013763428,0.0002295,0.0076500000000000005,0.001758645594236441,64,125.47942352294922,4,nan,nan,nan,nan,186.9863617041063
236,485376,1.7357618808746338,0.0002292,0.00764,0.0027266692341072485,64,123.38714599609375,7,nan,nan,nan,nan,186.9863617041063
237,487424,1.7006680965423584,0.00022889999999999998,0.0076300000000000005,0.0026123736170120537,64,81.68772888183594,7,nan,nan,nan,nan,186.9863617041063
238,489472,1.7668077945709229,0.00022859999999999997,0.00762,0.001420035903720418,64,60.65065383911133,6,nan,nan,nan,nan,186.9863617041063
239,491520,1.7453031539916992,0.0002283,0.0076100000000000004,0.003301084245322272,64,178.37652587890625,6,nan,nan,nan,nan,186.9863617041063
240,493568,1.6187851428985596,0.00022799999999999999,0.0076,0.0031433281863270245,46,173.1174774169922,7,178.63049928317122,90.68880068434811,218.9325036049585,64.33237104490276,186.9863617041063
241,495616,2.6052675247192383,0.00022769999999999998,0.00759,0.00267534877275466,64,78.92384338378906,5,nan,nan,nan,nan,186.9863617041063
242,497664,3.0302677154541016,0.00022739999999999997,0.00758,0.0010775704176921863,64,74.00302124023438,8,nan,nan,nan,nan,186.9863617041063
243,499712,2.878040075302124,0.0002271,0.00757,0.0022326329635689035,64,120.93641662597656,5,nan,nan,nan,nan,186.9863617041063
244,501760,2.667308807373047,0.00022679999999999998,0.00756,0.002694680220884038,64,116.10191345214844,5,nan,nan,nan,nan,186.9863617041063
245,503808,2.2630202770233154,0.00022649999999999998,0.00755,0.0027976548044534866,64,23.980703353881836,5,nan,nan,nan,nan,186.9863617041063
246,505856,2.2906389236450195,0.00022619999999999997,0.00754,0.0018632313949638046,64,45.01515579223633,7,nan,nan,nan,nan,186.9863617041063
247,507904,2.073657751083374,0.0002259,0.00753,0.0017941971818800084,64,144.9547576904297,6,nan,nan,nan,nan,186.9863617041063
248,509952,2.2583091259002686,0.00022559999999999998,0.00752,0.0013825012574670836,64,150.86419677734375,6,nan,nan,nan,nan,186.9863617041063
249,512000,2.123486280441284,0.00022529999999999997,0.00751,0.0029224466961750295,64,65.38500213623047,3,nan,nan,nan,nan,186.9863617041063
250,514048,2.03725004196167,0.000225,0.0075,0.003528683137490737,49,124.98753356933594,8,178.4808394634104,107.53756187563917,200.18838563053936,88.40024643471732,186.9863617041063
251,516096,2.7206549644470215,0.0002247,0.00749,0.0029826526733813807,64,-60.868282318115234,6,nan,nan,nan,nan,186.9863617041063
252,518144,2.603832244873047,0.00022439999999999998,0.0074800000000000005,0.001092935086489888,64,126.62400817871094,7,nan,nan,nan,nan,186.9863617041063
253,520192,2.583109140396118,0.00022409999999999997,0.00747,0.0028809500981878955,64,108.46791076660156,8,nan,nan,nan,nan,186.9863617041063
254,522240,2.503910779953003,0.0002238,0.0074600000000000005,0.0017284101813856978,64,167.13430786132812,7,nan,nan,nan,nan,186.9863617041063
255,524288,2.4215333461761475,0.00022349999999999998,0.00745,0.0025442039404879324,64,109.81390380859375,6,nan,nan,nan,nan,186.9863617041063
256,526336,2.4590816497802734,0.00022319999999999998,0.00744,0.0029089623312756885,64,127.3968276977539,6,nan,nan,nan,nan,186.9863617041063
257,528384,2.265489101409912,0.00022289999999999997,0.00743,0.004488037127885036,64,52.70790481567383,7,nan,nan,nan,nan,186.9863617041063
258,530432,2.0326180458068848,0.0002226,0.00742,0.002198652746301377,64,67.89551544189453,7,nan,nan,nan,nan,186.9863617041063
259,532480,1.938565731048584,0.00022229999999999998,0.00741,0.002083190371195087,64,165.62338256835938,9,nan,nan,nan,nan,186.9863617041063
260,534528,1.9678075313568115,0.00022199999999999998,0.0074,0.004053426175232744,64,202.1294403076172,5,183.6028802938798,89.8708460464891,209.42569155892915,75.27398195724989,186.9863617041063
261,536576,2.645975112915039,0.00022169999999999997,0.00739,0.0037814453316968866,64,97.53317260742188,9,nan,nan,nan,nan,186.9863617041063
262,538624,2.6433684825897217,0.0002214,0.00738,0.0018417972351016942,64,162.25271606445312,7,nan,nan,nan,nan,186.9863617041063
263,540672,2.6176323890686035,0.00022109999999999998,0.00737,0.001779542555595981,64,135.64666748046875,7,nan,nan,nan,nan,186.9863617041063
264,542720,2.6052401065826416,0.00022079999999999997,0.00736,0.0008517373862559907,64,176.57427978515625,6,nan,nan,nan,nan,186.9863617041063
265,544768,2.5533289909362793,0.00022049999999999997,0.00735,0.00392712582834065,64,114.49165344238281,5,nan,nan,nan,nan,186.9863617041063
266,546816,2.512857675552368,0.00022019999999999999,0.00734,0.0018876310023188125,64,99.47454071044922,7,nan,nan,nan,nan,186.9863617041063
267,548864,2.622715711593628,0.00021989999999999998,0.00733,0.002261187615658855,64,65.8154296875,8,nan,nan,nan,nan,186.9863617041063
268,550912,2.110220432281494,0.00021959999999999997,0.00732,0.0012338605629338417,64,113.43362426757812,9,nan,nan,nan,nan,186.9863617041063
269,552960,1.9400849342346191,0.00021929999999999996,0.00731,0.0011239976047363598,64,-14.346501350402832,7,nan,nan,nan,nan,186.9863617041063
270,555008,1.940796136856079,0.00021899999999999998,0.0073,0.0030974708861322142,64,112.21087646484375,6,216.5118215130621,37.1645661324014,217.67464608764666,57.95361721166373,216.5118215130621
271,557056,2.7528109550476074,0.00021869999999999998,0.00729,0.001980741239094641,64,78.39099884033203,6,nan,nan,nan,nan,216.5118215130621
272,559104,3.047149896621704,0.00021839999999999997,0.00728,0.001447338014259003,64,95.1207275390625,8,nan,nan,nan,nan,216.5118215130621
273,561152,2.7390778064727783,0.00021809999999999996,0.0072699999999999996,0.0014136832687654532,64,100.91641998291016,8,nan,nan,nan,nan,216.5118215130621
274,563200,2.668031692504883,0.00021779999999999998,0.00726,0.003659968588181073,64,113.0056381225586,7,nan,nan,nan,nan,216.5118215130621
275,565248,2.5933563709259033,0.00021749999999999997,0.0072499999999999995,0.0016671589728503022,64,86.47463989257812,6,nan,nan,nan,nan,216.5118215130621
276,567296,2.6368205547332764,0.00021719999999999997,0.00724,0.0011979325718129985,64,98.98194122314453,8,nan,nan,nan,nan,216.5118215130621
277,569344,2.5671987533569336,0.0002169,0.00723,0.0016719931736588478,64,32.79653549194336,7,nan,nan,nan,nan,216.5118215130621
278,571392,2.5846731662750244,0.00021659999999999998,0.00722,0.0031123665248742327,64,49.42780685424805,9,nan,nan,nan,nan,216.5118215130621
279,573440,2.1471500396728516,0.00021629999999999997,0.00721,0.001886827485577669,64,84.11750030517578,9,nan,nan,nan,nan,216.5118215130621
280,575488,2.114190101623535,0.00021599999999999996,0.0072,0.001345152806607075,64,87.93354034423828,7,182.04942984677558,93.0982102865509,167.08732732788684,99.8992270353199,216.5118215130621
281,577536,2.671658754348755,0.00021569999999999998,0.00719,0.0025268288809456863,64,105.5545654296875,7,nan,nan,nan,nan,216.5118215130621
282,579584,2.7847511768341064,0.00021539999999999998,0.00718,0.0012077455430699047,64,84.84883880615234,7,nan,nan,nan,nan,216.5118215130621
283,581632,2.656174659729004,0.0002151,0.007170000000000001,0.0019090318819507957,64,102.7580337524414,5,nan,nan,nan,nan,216.5118215130621
284,583680,2.732081174850464,0.00021479999999999996,0.00716,0.0019336172153998632,64,107.23265838623047,8,nan,nan,nan,nan,216.5118215130621
285,585728,2.6881308555603027,0.0002145,0.007150000000000001,0.0031659269661759026,64,115.30628967285156,9,nan,nan,nan,nan,216.5118215130621
286,587776,2.6274147033691406,0.00021419999999999998,0.00714,0.0013271018069644924,64,121.43286895751953,8,nan,nan,nan,nan,216.5118215130621
287,589824,2.6435022354125977,0.0002139,0.007130000000000001,0.001685608789557591,64,63.082672119140625,8,nan,nan,nan,nan,216.5118215130621
288,591872,2.597027540206909,0.00021359999999999996,0.00712,0.0021820357578690164,64,128.60247802734375,4,nan,nan,nan,nan,216.5118215130621
289,593920,2.3847053050994873,0.0002133,0.007110000000000001,0.004361187202448491,64,126.57076263427734,5,nan,nan,nan,nan,216.5118215130621
290,595968,2.3038761615753174,0.00021299999999999997,0.0070999999999999995,0.003891076939180493,40,123.76214599609375,7,189.79920703909437,91.6064858307534,185.71889621917177,92.42620980885083,216.5118215130621
291,598016,2.736358642578125,0.0002127,0.007090000000000001,0.002730882326432038,64,178.5498504638672,7,nan,nan,nan,nan,216.5118215130621
292,600064,2.756344795227051,0.00021239999999999996,0.0070799999999999995,0.002505359923816286,64,60.99002456665039,6,nan,nan,nan,nan,216.5118215130621
293,602112,2.6775641441345215,0.0002121,0.007070000000000001,0.0016572857202845626,64,61.793540954589844,5,nan,nan,nan,nan,216.5118215130621
294,604160,3.1485095024108887,0.00021179999999999997,0.0070599999999999994,0.00274271684611449,64,143.64451599121094,7,nan,nan,nan,nan,216.5118215130621
295,606208,2.806372880935669,0.0002115,0.007050000000000001,0.003177804832375841,64,16.717235565185547,6,nan,nan,nan,nan,216.5118215130621
296,608256,2.8936269283294678,0.00021119999999999996,0.007039999999999999,0.002787127254123334,64,123.55279541015625,8,nan,nan,nan,nan,216.5118215130621
297,610304,2.6855995655059814,0.0002109,0.007030000000000001,0.003936743269150611,64,131.77545166015625,8,nan,nan,nan,nan,216.5118215130621
298,612352,2.5194621086120605,0.00021059999999999997,0.007019999999999999,0.0009363376993860584,64,173.86373901367188,8,nan,nan,nan,nan,216.5118215130621
299,614400,2.7168068885803223,0.0002103,0.007010000000000001,0.0012787562955054455,64,72.90818786621094,9,nan,nan,nan,nan,216.5118215130621
300,616448,2.2233989238739014,0.00020999999999999998,0.0034999999999999996,0.00039380906673613936,64,145.04359436035156,8,171.37485591211544,101.85774087487809,207.12870130315855,80.07532947147652,216.5118215130621
301,618496,2.375361204147339,0.0002097,0.0034950000000000003,0.0019949268353229854,64,144.27748107910156,6,nan,nan,nan,nan,216.5118215130621
302,620544,2.66955304145813,0.00020939999999999997,0.00349,0.0020449556250241585,64,155.0658416748047,5,nan,nan,nan,nan,216.5118215130621
303,622592,2.66693377494812,0.00020910000000000001,0.0034850000000000003,0.0035690883560164366,64,144.0501251220703,6,nan,nan,nan,nan,216.5118215130621
304,624640,2.9466850757598877,0.00020879999999999998,0.00348,0.00218261881309445,64,184.80540466308594,6,nan,nan,nan,nan,216.5118215130621
305,626688,2.7025976181030273,0.0002085,0.0034750000000000002,0.002713161058636615,64,80.07030487060547,6,nan,nan,nan,nan,216.5118215130621
306,628736,2.7910375595092773,0.00020819999999999996,0.00347,0.0038660964310111012,64,110.7556381225586,6,nan,nan,nan,nan,216.5118215130621
307,630784,2.7548656463623047,0.0002079,0.003465,0.003909557224687887,64,142.43299865722656,7,nan,nan,nan,nan,216.5118215130621
308,632832,2.6618492603302,0.00020759999999999998,0.00346,0.002020564330450725,64,117.36761474609375,10,nan,nan,nan,nan,216.5118215130621
309,634880,2.728708267211914,0.0002073,0.003455,0.0019184498487447854,64,144.9058837890625,7,nan,nan,nan,nan,216.5118215130621
310,636928,2.627580165863037,0.00020699999999999996,0.00345,0.0018814082104654517,64,134.2092742919922,6,223.2835067387908,58.005534701164,205.81124628371032,82.4161196360475,223.2835067387908
311,638976,2.5339066982269287,0.0002067,0.003445,0.003956872071285034,64,150.88812255859375,5,nan,nan,nan,nan,223.2835067387908
312,641024,2.5367093086242676,0.00020639999999999998,0.00344,0.0018357080916757695,64,86.72515869140625,6,nan,nan,nan,nan,223.2835067387908
313,643072,2.6144447326660156,0.0002061,0.0034350000000000006,0.002606799029308604,64,126.72834014892578,7,nan,nan,nan,nan,223.2835067387908
314,645120,2.7037127017974854,0.00020579999999999996,0.00343,0.002403100806986913,64,55.55403518676758,6,nan,nan,nan,nan,223.2835067387908
315,647168,2.7144410610198975,0.0002055,0.0034250000000000005,0.001417358944308944,64,98.13987731933594,5,nan,nan,nan,nan,223.2835067387908
316,649216,2.686370372772217,0.00020519999999999997,0.00342,0.005633760716591496,64,115.49394226074219,5,nan,nan,nan,nan,223.2835067387908
317,651264,2.6378860473632812,0.0002049,0.0034150000000000005,0.0023937907244544476,64,162.73928833007812,5,nan,nan,nan,nan,223.2835067387908
318,653312,2.8260767459869385,0.00020459999999999996,0.00341,0.0010592185462883208,64,112.7770004272461,2,nan,nan,nan,nan,223.2835067387908
319,655360,2.841930389404297,0.0002043,0.0034050000000000005,0.0007967879937496036,64,113.8260269165039,5,nan,nan,nan,nan,223.2835067387908
320,657408,2.643827438354492,0.00020399999999999997,0.0034,0.002360655638767639,64,83.04154968261719,8,217.94445796675967,63.84427792198803,216.78943517314684,71.00915754361098,223.2835067387908
321,659456,2.4655349254608154,0.0002037,0.0033950000000000004,0.0005474514473462477,64,82.1534423828125,8,nan,nan,nan,nan,223.2835067387908
322,661504,2.5308585166931152,0.00020339999999999996,0.00339,0.0035293533983349334,64,156.93605041503906,6,nan,nan,nan,nan,223.2835067387908
323,663552,2.916959285736084,0.0002031,0.0033850000000000004,0.002007464452617569,64,130.87533569335938,8,nan,nan,nan,nan,223.2835067387908
324,665600,2.5828614234924316,0.00020279999999999997,0.0033799999999999998,0.0029996465709700715,64,155.5101776123047,6,nan,nan,nan,nan,223.2835067387908
325,667648,2.6047441959381104,0.0002025,0.0033750000000000004,0.003019092731847195,64,117.10875701904297,6,nan,nan,nan,nan,223.2835067387908
326,669696,2.37040376663208,0.00020219999999999995,0.0033699999999999997,0.0014584199525415897,64,169.75308227539062,6,nan,nan,nan,nan,223.2835067387908
327,671744,2.63956618309021,0.0002019,0.0033650000000000004,0.0036434712092159316,64,165.40853881835938,8,nan,nan,nan,nan,223.2835067387908
328,673792,2.6944363117218018,0.00020159999999999997,0.0033599999999999997,0.001790576661733212,64,143.84457397460938,5,nan,nan,nan,nan,223.2835067387908
329,675840,2.719728469848633,0.0002013,0.0033550000000000003,0.003286436687631067,64,175.8912811279297,5,nan,nan,nan,nan,223.2835067387908
330,677888,2.689328193664551,0.00020099999999999995,0.0033499999999999997,0.003941786835639505,64,104.91932678222656,5,230.44219236840974,50.46995949449585,206.42238344142802,88.07193767655147,230.44219236840974
331,679936,1.88051176071167,0.0002007,0.0033450000000000003,0.0031456332853330034,35,181.50648498535156,4,nan,nan,nan,nan,230.44219236840974
332,681984,2.2590765953063965,0.00020039999999999997,0.0033399999999999997,0.0029593539002235048,64,65.8724594116211,4,nan,nan,nan,nan,230.44219236840974
333,684032,2.413455009460449,0.00020009999999999998,0.0033350000000000003,0.0027458559234219138,64,114.74918365478516,6,nan,nan,nan,nan,230.44219236840974
334,686080,2.608638286590576,0.00019979999999999995,0.0033299999999999996,0.00433692496153526,64,135.10421752929688,6,nan,nan,nan,nan,230.44219236840974
335,688128,2.496737241744995,0.0001995,0.0033250000000000003,0.0017474602936999872,64,89.52378845214844,7,nan,nan,nan,nan,230.44219236840974
336,690176,2.6813859939575195,0.00019919999999999996,0.0033199999999999996,0.002912361844209954,64,150.46229553222656,3,nan,nan,nan,nan,230.44219236840974
337,692224,2.5176563262939453,0.00019889999999999998,0.0033150000000000002,0.003377792119863443,64,148.3721466064453,5,nan,nan,nan,nan,230.44219236840974
338,694272,2.657968282699585,0.00019859999999999995,0.0033099999999999996,0.0025045367547136266,64,71.28446960449219,7,nan,nan,nan,nan,230.44219236840974
339,696320,2.815033435821533,0.0001983,0.003305,0.0009849567941273563,64,150.63270568847656,7,nan,nan,nan,nan,230.44219236840974
340,698368,2.741489887237549,0.00019799999999999996,0.0032999999999999995,0.0018259435018990189,64,151.34169006347656,8,227.6278298289363,78.35675123903525,245.12835219065263,35.739154936132145,230.44219236840974
341,700416,2.565396547317505,0.00019769999999999998,0.003295,0.0021138452066225,64,111.45804595947266,7,nan,nan,nan,nan,230.44219236840974
342,702464,2.306147813796997,0.00019739999999999995,0.0032899999999999995,0.0006326291004370432,64,119.99907684326172,7,nan,nan,nan,nan,230.44219236840974
343,704512,2.144908905029297,0.0001971,0.003285,0.0014756859745830297,64,142.2787628173828,7,nan,nan,nan,nan,230.44219236840974
344,706560,2.4971179962158203,0.00019679999999999999,0.0032800000000000004,0.0024464395246468484,64,150.081298828125,7,nan,nan,nan,nan,230.44219236840974
345,708608,2.5675294399261475,0.00019649999999999998,0.003275,0.0023570780394948088,64,47.61161422729492,6,nan,nan,nan,nan,230.44219236840974
346,710656,2.764047622680664,0.0001962,0.0032700000000000003,0.0009372703061671928,64,120.76480865478516,7,nan,nan,nan,nan,230.44219236840974
347,712704,2.7643883228302,0.0001959,0.003265,0.003655481108580716,64,115.67002868652344,7,nan,nan,nan,nan,230.44219236840974
348,714752,2.834848642349243,0.00019559999999999998,0.0032600000000000003,0.0014612964441766962,64,71.11558532714844,9,nan,nan,nan,nan,230.44219236840974
349,716800,2.666632890701294,0.00019529999999999998,0.003255,0.002657895391166676,64,170.42953491210938,7,nan,nan,nan,nan,230.44219236840974
350,718848,2.9203062057495117,0.000195,0.0032500000000000003,0.0026529896349529736,64,166.1484375,6,234.5771955883656,57.692519344707954,242.01995421758625,51.81918098215067,234.5771955883656
351,720896,2.5927670001983643,0.0001947,0.003245,0.001333713826170424,64,163.09669494628906,6,nan,nan,nan,nan,234.5771955883656
352,722944,2.68461537361145,0.00019439999999999998,0.0032400000000000003,0.0015291355884983204,64,139.08230590820312,6,nan,nan,nan,nan,234.5771955883656
353,724992,2.6861073970794678,0.0001941,0.003235,0.0030601971084252,64,166.24581909179688,7,nan,nan,nan,nan,234.5771955883656
354,727040,2.700695276260376,0.0001938,0.0032300000000000002,0.001096331179724075,64,158.00509643554688,7,nan,nan,nan,nan,234.5771955883656
355,729088,2.6407902240753174,0.0001935,0.003225,0.0014154643031361047,64,62.779090881347656,7,nan,nan,nan,nan,234.5771955883656
356,731136,2.629473924636841,0.00019319999999999998,0.00322,0.002130522650986677,64,85.5647964477539,6,nan,nan,nan,nan,234.5771955883656
357,733184,2.6405513286590576,0.0001929,0.003215,0.00280615182055044,64,150.13436889648438,6,nan,nan,nan,nan,234.5771955883656
358,735232,2.5494544506073,0.0001926,0.00321,0.0027659508486976847,64,167.81387329101562,8,nan,nan,nan,nan,234.5771955883656
359,737280,2.7620277404785156,0.00019229999999999999,0.003205,0.0032467162018292584,64,149.42724609375,6,nan,nan,nan,nan,234.5771955883656
360,739328,2.7225241661071777,0.00019199999999999998,0.0032,0.0012988213020435069,64,114.25408935546875,7,244.13601479910707,42.65768791862845,218.68935686578033,83.88305543676596,244.13601479910707
361,741376,2.709214925765991,0.0001917,0.003195,0.002248187560326187,64,178.68760681152344,6,nan,nan,nan,nan,244.13601479910707
362,743424,2.552405834197998,0.0001914,0.00319,0.0006963299820199609,64,161.14071655273438,6,nan,nan,nan,nan,244.13601479910707
363,745472,2.388617992401123,0.00019109999999999998,0.0031850000000000003,0.0012275680237507913,64,40.22030258178711,7,nan,nan,nan,nan,244.13601479910707
364,747520,2.441892147064209,0.00019079999999999998,0.00318,0.00295729364734143,62,144.30418395996094,5,nan,nan,nan,nan,244.13601479910707
365,749568,2.5788369178771973,0.0001905,0.0031750000000000003,0.004734858164738398,64,136.735595703125,7,nan,nan,nan,nan,244.13601479910707
366,751616,2.6865148544311523,0.0001902,0.00317,0.003863187117531197,64,143.29266357421875,5,nan,nan,nan,nan,244.13601479910707
367,753664,2.539658784866333,0.00018989999999999998,0.0031650000000000003,0.0016708363873476628,64,166.58114624023438,8,nan,nan,nan,nan,244.13601479910707
368,755712,2.4111781120300293,0.00018959999999999997,0.00316,0.0026012657763203606,64,219.9008026123047,3,nan,nan,nan,nan,244.13601479910707
369,757760,2.819115161895752,0.0001893,0.0031550000000000003,0.0030977254355093464,64,103.14775085449219,5,nan,nan,nan,nan,244.13601479910707
370,759808,2.5793874263763428,0.00018899999999999999,0.00315,0.003718083793501137,64,129.97364807128906,7,226.42896496387252,78.7000696414279,247.89731015517205,32.04100146895527,244.13601479910707
371,761856,2.634080648422241,0.00018869999999999998,0.0031450000000000002,0.00420294879222638,64,156.37355041503906,6,nan,nan,nan,nan,244.13601479910707
372,763904,2.624843120574951,0.00018839999999999997,0.00314,0.0024221790517913178,64,125.39302825927734,6,nan,nan,nan,nan,244.13601479910707
373,765952,3.118877410888672,0.0001881,0.003135,0.001428460000170162,64,111.87711334228516,6,nan,nan,nan,nan,244.13601479910707
374,768000,3.2588279247283936,0.00018779999999999998,0.00313,0.005048316685133614,64,153.18934631347656,6,nan,nan,nan,nan,244.13601479910707
375,770048,2.8251147270202637,0.00018749999999999998,0.003125,0.004266126659786096,64,156.86325073242188,4,nan,nan,nan,nan,244.13601479910707
376,772096,2.6885435581207275,0.0001872,0.00312,0.0023772548374836333,64,98.50775146484375,6,nan,nan,nan,nan,244.13601479910707
377,774144,2.710779905319214,0.0001869,0.003115,0.0012565594115585554,64,167.2301483154297,6,nan,nan,nan,nan,244.13601479910707
378,776192,2.6015303134918213,0.00018659999999999998,0.00311,0.004025823731353739,64,196.690185546875,5,nan,nan,nan,nan,244.13601479910707
379,778240,2.7047441005706787,0.00018629999999999997,0.003105,0.0031083427093108185,64,112.09051513671875,5,nan,nan,nan,nan,244.13601479910707
380,780288,2.592353343963623,0.000186,0.0031,0.004083822183019947,64,153.48281860351562,5,232.52631141053726,67.42677625644646,223.1589395172683,75.50140467140228,244.13601479910707
381,782336,2.2643320560455322,0.0001857,0.003095,0.0035681846103507954,53,135.5716552734375,5,nan,nan,nan,nan,244.13601479910707
